Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Biogroup	Alternative Name	Species	Disease	Comment	Bio Project ID	Project ID	Sample ID	Secondary Sample ID	O Serotype	Contact Name	Date Entered	Release Date	Barcode	Status	Coverage	Version	N50	Length	Species	Contig Number	No. N's	Assembly Barcode
YER_AA1418AA	IP1703	traces-0wAFPkI;ILLUMINA;Paired;;NA	Wild Animal	Rodent	Rat (Rattus norvegicus), Spleen	1998				Africa	Madagascar	Analamanga	Antananarivo Renivohitra	Arrond 1		-18.90721957	47.51933343	E. Carniel		182/98S	Yersinia pestis									2015-12-03	2016-12-31	YER_AA1418AA	Assembled	116	2.3	48433	4652444	Yersinia pestis;100.0%	193	2585	YER_CA6839AA_AS
YER_AA1419AA	IP1704	traces-0sJfeRn;ILLUMINA;Paired;;NA	Wild Animal	Invertebrates	Flea (Xenopsylla cheopis), homogenate	1998				Africa	Madagascar	Analamanga	Antananarivo Renivohitra	Arrond 1		-18.90721957	47.51933343	E. Carniel		194/98S	Yersinia pestis									2015-12-03	2016-12-31	YER_AA1419AA	Assembled	123	2.3	47229	4658501	Yersinia pestis;100.0%	192	2727	YER_CA6840AA_AS
YER_AA1420AA	IP2236	traces-0CYGQRx;ILLUMINA;Paired;;NA	Human	Human	bubo	1997				Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.7199686	46.32240522	E. Carniel		203/97B	Yersinia pestis									2015-03-12	2016-12-31	YER_AA1420AA	Assembled	59	2.3	39794	4657729	Yersinia pestis;99.5%	210	3623	YER_CA6841AA_AS
YER_AA1421AA	IP1706	traces-0CSQiRh;ILLUMINA;Paired;;NA	Wild Animal	Invertebrates	Flea (Xenopsylla cheopis), homogenate	1998				Africa	Madagascar	Analamanga	Antananarivo Renivohitra	Arrond 1		-18.90876497	47.51256166	E. Carniel		102/98B	Yersinia pestis									2015-12-03	2016-12-31	YER_AA1421AA	Assembled	160	2.3	47461	4657227	Yersinia pestis;100.0%	192	2382	YER_CA6842AA_AS
YER_AA1422AA	IP1132	traces-0swSikz;ILLUMINA;Paired;;NA	Human	Human	bubo	1991	11	15		Africa	Madagascar	Boeny	Mahajanga II	Boanamary		-15.8615101	46.39799824	E. Carniel		70/91 S	Yersinia pestis		date = day of sampling							2015-03-12	2016-12-31	YER_AA1422AA	Assembled	107	2.3	47078	4542129	Yersinia pestis;98.89%	192	2652	YER_CA6843AA_AS
YER_AA1424AA	IP1796	traces-0gLhrJo;ILLUMINA;Paired;;NA	Human	Human	Liver	1996				Africa	Madagascar	Itasy	Miarinarivo	Manazary		-19.04968162	46.83171903	E. Carniel		1/96B/foie	Yersinia pestis									2015-12-03	2016-12-31	YER_AA1424AA	Assembled	119	2.3	47461	4653868	Yersinia pestis;99.46%	195	3197	YER_CA6845AA_AS
YER_AA1425AA	IP1785	traces-0RparVA;ILLUMINA;Paired;;NA	Human	Human	Sputum	1999				Africa	Madagascar	Analamanga	Manjakandriana	Ranovao		-18.81000132	47.86492858	E. Carniel		138/99B	Yersinia pestis									2015-12-03	2016-12-31	YER_AA1425AA	Assembled	115	2.3	49060	4652315	Yersinia pestis;99.41%	182	2949	YER_CA6846AA_AS
YER_AA1426AA	IP2229	traces-0IpLvWA;ILLUMINA;Paired;;NA	Human	Human	Sputum	1998				Africa	Madagascar	Itasy	Miarinarivo	Zoma Bealoka		-18.88887045	47.04220238	E. Carniel		49/98S	Yersinia pestis									2015-12-03	2016-12-31	YER_AA1426AA	Assembled	124	2.3	47176	4652794	Yersinia pestis;100.0%	196	2754	YER_CA6847AA_AS
YER_AA1427AA	IP1683	traces-0LFgdaq;ILLUMINA;Paired;;NA	Human	Human	bubo	1997	7	11		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71746396	46.34110108	E. Carniel		107/97 S	Yersinia pestis		date = day of 1st symptoms							2015-12-03	2016-12-31	YER_AA1427AA	Assembled	96	2.3	45662	4658220	Yersinia pestis;99.47%	196	3389	YER_CA6848AA_AS
YER_AA1428AA	IP2218	traces-0MwSBzZ;ILLUMINA;Paired;;NA	Human	Human	bubo	1999				Africa	Madagascar	Haute Matsiatra	Fianarantsoa I	Vohitrafeno				E. Carniel		22/99S	Yersinia pestis									2015-12-03	2016-12-31	YER_AA1428AA	Assembled	134	2.3	44736	4649918	Yersinia pestis;99.5%	208	2307	YER_CA6849AA_AS
YER_AA1429AA	IP2233	traces-0xkfXDH;ILLUMINA;Paired;;NA	Human	Human	bubo	1997				Africa	Madagascar	Itasy	Soavinandriana	Ampefy		-19.04609973	46.73107993	E. Carniel		316/97S	Yersinia pestis									2015-12-03	2016-12-31	YER_AA1429AA	Assembled	93	2.3	47387	4654353	Yersinia pestis;100.0%	189	4043	YER_CA6850AA_AS
YER_AA1430AA	IP2219	traces-0FbvbPM;ILLUMINA;Paired;;NA	Human	Human	bubo	1999	1	2		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71561695	46.31819662	E. Carniel		21/99B	Yersinia pestis		date = day of 1st symptoms							2015-12-03	2016-12-31	YER_AA1430AA	Assembled	145	2.3	45357	4664019	Yersinia pestis;99.49%	207	2351	YER_CA6851AA_AS
YER_AA1431AA	IP1516	traces-0eZlUlx;ILLUMINA;Paired;;NA	Human	Human	bubo	1991	9	6		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71480084	46.31595265	E. Carniel		55/91	Yersinia pestis		date = day of sampling							2015-03-12	2016-12-31	YER_AA1431AA	Assembled	113	2.3	47465	4641664	Yersinia pestis;99.45%	190	2958	YER_CA6852AA_AS
YER_AA1433AA	IP2246	traces-0BvmAVP;ILLUMINA;Paired;;NA	Human	Human	bubo	1997				Africa	Madagascar	Amoron'i Mania	Ambositra	Ivony Miaramiasa				E. Carniel		68/97S	Yersinia pestis									2015-12-03	2016-12-31	YER_AA1433AA	Assembled	93	2.3	47465	4659016	Yersinia pestis;99.47%	201	2915	YER_CA6854AA_AS
YER_AA1434AA	IP273	traces-0lYTrWv;ILLUMINA;Paired;;NA	Human	Human	bubo	1995				Africa	Madagascar	Analamanga	Antananarivo Renivohitra	Arrond 1		-18.90580409	47.51163904	E. Carniel		11/95	Yersinia pestis									2015-03-12	2016-12-31	YER_AA1434AA	Assembled	54	2.3	43390	4733796	Yersinia pestis;98.55%	222	4464	YER_CA6855AA_AS
YER_AA1435AA	IP1721	traces-0SrxYgh;ILLUMINA;Paired;;NA	Human	Human	Sputum	1997				Africa	Madagascar	Vakinankaratra	Ambatolampy	Antsampandrano		-19.52753845	47.60871317	E. Carniel		276/97B	Yersinia pestis									2015-12-03	2016-12-31	YER_AA1435AA	Assembled	140	2.3	48433	4652286	Yersinia pestis;100.0%	187	2413	YER_CA6856AA_AS
YER_AA1436AA	IP1736	traces-0uHarkd;ILLUMINA;Paired;;NA	Wild Animal	Invertebrates	Flea (Xenopsylla cheopis), homogenate	1998				Africa	Madagascar	Analamanga	Antananarivo Renivohitra	Arrond 1		-18.90876497	47.51256166	E. Carniel		64/98 S	Yersinia pestis									2015-12-03	2016-12-31	YER_AA1436AA	Assembled	71	2.3	44661	4654597	Yersinia pestis;100.0%	210	2928	YER_CA6857AA_AS
YER_AA1437AA	IP1702	traces-0mOUTyt;ILLUMINA;Paired;;NA	Wild Animal	Rodent	Rat (Rattus rattus), Spleen	1998				Africa	Madagascar	Analamanga	Antananarivo Renivohitra	Arrond 1		-18.90721957	47.51933343	E. Carniel		138/98S	Yersinia pestis									2015-12-03	2016-12-31	YER_AA1437AA	Assembled	110	2.3	47295	4665015	Yersinia pestis;100.0%	202	2636	YER_CA6858AA_AS
YER_AA1438AA	IP2224	traces-0qGfXKi;ILLUMINA;Paired;;NA	Wild Animal	Invertebrates	Flea (Xenopsylla cheopis), homogenate	1998	9	30		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71480084	46.31595265	E. Carniel		117/98S	Yersinia pestis		date = day of capture							2015-12-03	2016-12-31	YER_AA1438AA	Assembled	131	2.3	45662	4659772	Yersinia pestis;99.47%	200	2007	YER_CA6859AA_AS
YER_AA1439AA	IP2231	traces-0jkYFjP;ILLUMINA;Paired;;NA	Wild Animal	Rodent	Rat (Rattus norvegicus)	1997				Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.7199686	46.32240522	E. Carniel		348/97S	Yersinia pestis									2015-12-03	2016-12-31	YER_AA1439AA	Assembled	87	3.41	41463	4545793	Yersinia pestis;99.5%	209	3107	YER_CA8220AA_AS
YER_AA1440AA	IP2212	traces-0CgPHeA;ILLUMINA;Paired;;NA	Wild Animal	Invertebrates	Flea (Xenopsylla cheopis), homogenate	2000				Africa	Madagascar	Analamanga	Antananarivo Renivohitra	Antananarivo		-18.90721957	47.51933343	E. Carniel		152/00B	Yersinia pestis									2015-12-03	2016-12-31	YER_AA1440AA	Assembled	125	2.3	47298	4670717	Yersinia pestis;99.47%	200	3031	YER_CA6861AA_AS
YER_AA1441AA	IP2242	traces-0xuchIF;ILLUMINA;Paired;;NA	Human	Human	bubo	1997				Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71480084	46.31595265	E. Carniel		129/97S	Yersinia pestis									2015-12-03	2016-12-31	YER_AA1441AA	Assembled	83	2.3	45058	4657300	Yersinia pestis;99.46%	199	2662	YER_CA6862AA_AS
YER_AA1442AA	IP1725	traces-0MJwZAQ;ILLUMINA;Paired;;NA	Human	Human	Lung	1999				Africa	Madagascar	Analamanga	Antananarivo Renivohitra	Arrond 5		-18.88010041	47.53932084	E. Carniel		28/99SPD	Yersinia pestis									2015-12-03	2016-12-31	YER_AA1442AA	Assembled	124	2.3	47461	4654845	Yersinia pestis;100.0%	195	2697	YER_CA6863AA_AS
YER_AA1443AA	IP1707	traces-0FtscgY;ILLUMINA;Paired;;NA	Wild Animal	Rodent	Rat (Rattus norvegicus), Spleen	1998				Africa	Madagascar	Analamanga	Antananarivo Renivohitra	Arrond 4		-18.9221223	47.50580801	E. Carniel		149/98B	Yersinia pestis									2015-12-03	2016-12-31	YER_AA1443AA	Assembled	143	2.3	47298	4662271	Yersinia pestis;100.0%	198	3030	YER_CA6864AA_AS
YER_AA1444AA	IP1734	traces-0PZzfMY;ILLUMINA;Paired;;NA	Wild Animal	Invertebrates	Flea (Xenopsylla cheopis), homogenate	1998				Africa	Madagascar	Analamanga	Antananarivo Renivohitra	Arrond 1		-18.90876497	47.51256166	E. Carniel		65/98 B	Yersinia pestis									2015-12-03	2016-12-31	YER_AA1444AA	Assembled	146	2.3	47465	4652350	Yersinia pestis;100.0%	188	2851	YER_CA6865AA_AS
YER_AA1445AA	IP1679	traces-0tAvHwF;ILLUMINA;Paired;;NA	Wild Animal	Rodent	Rat (Rattus norvegicus), Spleen	1995	6	10		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71480084	46.31595265	E. Carniel		85/95B	Yersinia pestis		date = day of capture							2015-03-12	2016-12-31	YER_AA1445AA	Assembled	87	2.3	45357	4658448	Yersinia pestis;98.92%	198	2837	YER_CA6866AA_AS
YER_AA1447AA	IP2243	traces-0ZEpmAF;ILLUMINA;Paired;;NA	Human	Human	bubo	1997				Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71413007	46.32382322	E. Carniel		124/97S	Yersinia pestis									2015-12-03	2016-12-31	YER_AA1447AA	Assembled	76	2.3	44124	4466610	Yersinia pestis;99.49%	204	3430	YER_CA6868AA_AS
YER_AA1448AA	IP1720	traces-0HZJYel;ILLUMINA;Paired;;NA	Human	Human	Sputum	1997				Africa	Madagascar	Vakinankaratra	Ambatolampy	Antsampandrano		-19.52753845	47.60871317	E. Carniel		302/97S	Yersinia pestis									2015-12-03	2016-12-31	YER_AA1448AA	Assembled	130	2.3	48787	4653426	Yersinia pestis;100.0%	192	3016	YER_CA6869AA_AS
YER_AA1449AA	IP1164	traces-0JAsIUt;ILLUMINA;Paired;;NA	Human	Human	Sputum (saliva)	1995				Africa	Madagascar	Analamanga	Antananarivo Renivohitra	Arrond 1		-18.90876497	47.51256166	E. Carniel		31A/95 S	Yersinia pestis									2015-03-12	2016-12-31	YER_AA1449AA	Assembled	131	2.3	47229	4657393	Yersinia pestis;100.0%	193	2992	YER_CA6870AA_AS
YER_AA1450AA	IP1723	traces-0WHXURV;ILLUMINA;Paired;;NA	Human	Human	Sputum	1997				Africa	Madagascar	Vakinankaratra	Ambatolampy	Tsinjoarivo		-19.67848952	47.66559644	E. Carniel		330/97B	Yersinia pestis									2015-12-03	2016-12-31	YER_AA1450AA	Assembled	107	2.3	47461	4652288	Yersinia pestis;100.0%	190	2832	YER_CA6871AA_AS
YER_AA1451AA	IP1718	traces-0QHmsVl;ILLUMINA;Paired;;NA	Human	Human	Organs	1997				Africa	Madagascar	Vakinankaratra	Ambatolampy	Ambodifarihy				E. Carniel		311/97S	Yersinia pestis									2015-12-03	2016-12-31	YER_AA1451AA	Assembled	146	2.3	48831	4654191	Yersinia pestis;100.0%	191	2554	YER_CA6872AA_AS
YER_AA1453AA	IP1609	traces-0CEtOTQ;ILLUMINA;Paired;;NA	Human	Human	bubo	1995	9	22		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71648028	46.32828885	E. Carniel		147/95B	Yersinia pestis		date = day of 1st symptoms							2015-03-12	2016-12-31	YER_AA1453AA	Assembled	90	2.3	44661	4542157	Yersinia pestis;99.47%	203	3028	YER_CA6874AA_AS
YER_AA1454AA	IP2217	traces-0rkWuDX;ILLUMINA;Paired;;NA	Human	Human	bubo	1999				Africa	Madagascar	Itasy	Miarinarivo	Ambatomanjaka		-18.84374775	46.93850779	E. Carniel		214/99B	Yersinia pestis									2015-12-03	2016-12-31	YER_AA1454AA	Assembled	184	2.3	45357	4652560	Yersinia pestis;100.0%	194	2235	YER_CA6875AA_AS
YER_AA1455AA	IP2244	traces-0UNeRdh;ILLUMINA;Paired;;NA	Human	Human	bubo	1997				Africa	Madagascar	Analamanga	Antananarivo Renivohitra	Antananarivo		-18.90580409	47.51163904	E. Carniel		118/97B	Yersinia pestis									2015-03-12	2016-12-31	YER_AA1455AA	Assembled	164	2.3	44661	4468264	Yersinia pestis;99.46%	197	2834	YER_CA6876AA_AS
YER_AA1456AA	IP1140	traces-0WdzPCm;ILLUMINA;Paired;;NA	Wild Animal	Rodent	Rat (Rattus), Spleen	1995				Africa	Madagascar	Analamanga	Antananarivo Renivohitra	Arrond 1		-18.90721957	47.51933343	E. Carniel		138/95 S	Yersinia pestis									2015-03-12	2016-12-31	YER_AA1456AA	Assembled	142	2.3	47465	4654527	Yersinia pestis;100.0%	193	2901	YER_CA6877AA_AS
YER_AA1457AA	IP2241	traces-0BBycyX;ILLUMINA;Paired;;NA	Human	Human	bubo	1997				Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71614609	46.32103353	E. Carniel		156/97B	Yersinia pestis									2015-12-03	2016-12-31	YER_AA1457AA	Assembled	143	2.3	47094	4660365	Yersinia pestis;99.48%	201	2163	YER_CA6878AA_AS
YER_AA1458AA	IP274	traces-0fcRelZ;ILLUMINA;Paired;;NA	Human	Human	bubo	1995				Africa	Madagascar	Analamanga	Antananarivo Renivohitra	Arrond 1		-18.90580409	47.51163904	E. Carniel		12/95	Yersinia pestis									2015-12-03	2016-12-31	YER_AA1458AA	Assembled	103	2.3	47147	4738557	Yersinia pestis;98.95%	202	3543	YER_CA6879AA_AS
YER_AA1459AA	IP1654	traces-0AjufXK;ILLUMINA;Paired;;NA	Wild Animal	Rodent	Rat (Rattus norvegicus), Spleen	1997				Africa	Madagascar	Analamanga	Antananarivo Renivohitra	Arrond 5		-18.88010041	47.53932084	E. Carniel		4/97B	Yersinia pestis									2015-03-12	2016-12-31	YER_AA1459AA	Assembled	70	2.3	47094	4659143	Yersinia pestis;99.48%	206	4276	YER_CA6880AA_AS
YER_AA1460AA	IP1531	traces-0eAxANG;ILLUMINA;Paired;;NA	Human	Human	bubo	1991	10	21		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.72036461	46.31893185	E. Carniel		60/91	Yersinia pestis		date = day of sampling							2015-03-12	2016-12-31	YER_AA1460AA	Assembled	107	2.3	47173	4543311	Yersinia pestis;99.45%	193	2232	YER_CA6881AA_AS
YER_AA1461AA	IP1732	traces-0mLVUau;ILLUMINA;Paired;;NA	Human	Human	bubo	1998				Africa	Madagascar	Analamanga	Manjakandriana	Soavinandriana		-18.72156935	47.89254487	E. Carniel		192/98 S	Yersinia pestis									2015-12-03	2016-12-31	YER_AA1461AA	Assembled	116	2.3	48847	4652664	Yersinia pestis;100.0%	189	2812	YER_CA6882AA_AS
YER_AA1462AA	IP2215	traces-0eBloyO;ILLUMINA;Paired;;NA	Wild Animal	Rodent	Rat (Rattus norvegicus), Spleen	2000				Africa	Madagascar	Analamanga	Antananarivo Renivohitra	Antananarivo		-18.90580409	47.51163904	E. Carniel		114/00B	Yersinia pestis									2015-12-03	2016-12-31	YER_AA1462AA	Assembled	140	2.3	47229	4662701	Yersinia pestis;99.46%	198	3508	YER_CA6883AA_AS
YER_AA1463AA	IP1156	traces-0IvEIiR;ILLUMINA;Paired;;NA	Wild Animal	Rodent	Rat, Spleen	1995				Africa	Madagascar	Analamanga	Antananarivo Renivohitra	Arrond 1		-18.90721957	47.51933343	E. Carniel		47/95 S	Yersinia pestis									2015-03-12	2016-12-31	YER_AA1463AA	Assembled	112	2.3	47731	4651905	Yersinia pestis;100.0%	189	2618	YER_CA6884AA_AS
YER_AA1464AA	IP1735	traces-0QRMVih;ILLUMINA;Paired;;NA	Wild Animal	Rodent	Rat (Rattus norvegicus), Spleen	1998				Africa	Madagascar	Analamanga	Antananarivo Renivohitra	Arrond 1		-18.90580409	47.51163904	E. Carniel		198/98S	Yersinia pestis									2015-12-03	2016-12-31	YER_AA1464AA	Assembled	140	2.3	48919	4824120	Yersinia pestis;98.88%	193	3381	YER_CA6885AA_AS
YER_AA1465AA	IP1148	traces-0bHpaXv;ILLUMINA;Paired;;NA	Wild Animal	Invertebrates	Flea (Xenopsylla cheopis), homogenate	1995	9	28		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.72386018	46.31888251	E. Carniel		150/95 B	Yersinia pestis		date = day of capture							2015-12-03	2016-12-31	YER_AA1465AA	Assembled	97	2.3	47176	4654739	Yersinia pestis;100.0%	197	2487	YER_CA6886AA_AS
YER_AA1466AA	IP2214	traces-0uisXkj;ILLUMINA;Paired;;NA	Wild Animal	Invertebrates	Flea (Xenopsylla cheopis), homogenate	2000				Africa	Madagascar	Analamanga	Antananarivo Renivohitra	Arrond 3		-18.89507785	47.53061162	E. Carniel		269/00B	Yersinia pestis									2015-12-03	2016-12-31	YER_AA1466AA	Assembled	133	2.3	47168	4662407	Yersinia pestis;99.46%	198	1822	YER_CA6887AA_AS
YER_AA1467AA	IP2239	traces-0oFRYtP;ILLUMINA;Paired;;NA	Human	Human	bubo	1997				Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.70965362	46.31749746	E. Carniel		185/97S	Yersinia pestis									2015-03-12	2016-12-31	YER_AA1467AA	Assembled	130	2.3	47094	4660493	Yersinia pestis;99.46%	198	2042	YER_CA6888AA_AS
YER_AA1468AA	IP1708	traces-0dxJWoD;ILLUMINA;Paired;;NA	Wild Animal	Invertebrates	Flea (Xenopsylla cheopis), homogenate	1998				Africa	Madagascar	Analamanga	Antananarivo Renivohitra	Arrond 4		-18.9221223	47.50580801	E. Carniel		150/98B	Yersinia pestis									2015-12-03	2016-12-31	YER_AA1468AA	Assembled	151	2.3	47298	4662816	Yersinia pestis;100.0%	196	3179	YER_CA6889AA_AS
YER_AA1469AA	IP2238	traces-0fgQnuB;ILLUMINA;Paired;;NA	Human	Human	bubo	1997				Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.72407712	46.32805994	E. Carniel		187/97S	Yersinia pestis									2015-12-03	2016-12-31	YER_AA1469AA	Assembled	89	2.3	44871	4660807	Yersinia pestis;99.47%	200	3477	YER_CA6890AA_AS
YER_AA1470AA	IP1783	traces-0MvYrfL;ILLUMINA;Paired;;NA	Human	Human	bubo	1999				Africa	Madagascar	Sofia	Bealanana	Ambatosia		-14.74799801	48.648482	E. Carniel		166/99B	Yersinia pestis									2015-12-03	2016-12-31	YER_AA1470AA	Assembled	90	2.3	47176	4656592	Yersinia pestis;100.0%	196	5839	YER_CA6891AA_AS
YER_AA1471AA	IP2211	traces-0JaRXIz;ILLUMINA;Paired;;NA	Human	Human	bubo	2001				Africa	Madagascar	Analamanga	Antananarivo Renivohitra	Antananarivo		-18.90580409	47.51163904	E. Carniel		12/01S	Yersinia pestis									2015-12-03	2016-12-31	YER_AA1471AA	Assembled	149	2.3	47147	4654078	Yersinia pestis;100.0%	197	3813	YER_CA6892AA_AS
YER_AA1472AA	IP1475	traces-0spjHNt;ILLUMINA;Paired;;NA	Human	Human	bubo	1995				Africa	Madagascar	Analamanga	Antananarivo Renivohitra	Arrond 4		-18.9221223	47.50580801	E. Carniel		39/95	Yersinia pestis									2015-03-12	2016-12-31	YER_AA1472AA	Assembled	92	2.3	47229	4658016	Yersinia pestis;99.46%	199	2372	YER_CA6893AA_AS
YER_AA1473AA	IP277	traces-0hGHFta;ILLUMINA;Paired;;NA	Human	Human	sputum	1995				Africa	Madagascar	Analamanga	Antananarivo Renivohitra	Arrond 1		-18.90876497	47.51256166	E. Carniel		28/95 C	Yersinia pestis									2015-12-03	2016-12-31	YER_AA1473AA	Assembled	52	2.3	40193	4655750	Yersinia pestis;99.5%	213	5683	YER_CA6894AA_AS
YER_AA1474AA	IP2220	traces-0QutzwC;ILLUMINA;Paired;;NA	Human	Human	bubo	1999	1	4		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71746396	46.34110108	E. Carniel		18/99B	Yersinia pestis		date = day of 1st symptoms							2015-12-03	2016-12-31	YER_AA1474AA	Assembled	103	2.3	45662	4654547	Yersinia pestis;100.0%	201	2471	YER_CA6895AA_AS
YER_AA1475AA	IP1682	traces-0pcYxyn;ILLUMINA;Paired;;NA	Wild Animal	Rodent	Rat (Rattus norvegicus), Spleen	1995	9	29		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71522114	46.32521617	E. Carniel		157/95S	Yersinia pestis		date = day of capture							2015-03-12	2016-12-31	YER_AA1475AA	Assembled	116	2.3	45662	4659922	Yersinia pestis;99.47%	197	3310	YER_CA6896AA_AS
YER_AA1476AA	IP1746	traces-0qKaLFv;ILLUMINA;Paired;;NA	Human	Human	bubo	1999				Africa	Madagascar	Analamanga	Antananarivo Renivohitra	Arrond 3		-18.89507785	47.53061162	E. Carniel		307/99B	Yersinia pestis		Resembles Zimbabwe strain							2015-12-03	2016-12-31	YER_AA1476AA	Assembled	180	2.3	45657	4647435	Yersinia pestis;100.0%	208	2349	YER_CA6897AA_AS
YER_AA1477AA	IP1323	traces-0YNPzhc;ILLUMINA;Paired;;NA	Human	Human	bubo	1996				Africa	Madagascar	Analamanga	Anjozorobe	Beronono		-18.17031976	47.48559121	E. Carniel		23/96	Yersinia pestis									2015-03-12	2016-12-31	YER_AA1477AA	Assembled	99	2.3	47155	4645441	Yersinia pestis;100.0%	216	2812	YER_CA6898AA_AS
YER_AA1478AA	IP1325	traces-0vNUGyG;ILLUMINA;Paired;;NA	Human	Human	bubo	1996				Africa	Madagascar	Analamanga	Antananarivo Renivohitra	Arrond 5		-18.88010041	47.53932084	E. Carniel		25/96	Yersinia pestis									2015-03-12	2016-12-31	YER_AA1478AA	Assembled	139	2.3	47176	4655501	Yersinia pestis;100.0%	192	3186	YER_CA6899AA_AS
YER_AA1480AA	IP1399	traces-0hVGdqC;ILLUMINA;Paired;;NA	Human	Human	Sputum	1995				Africa	Madagascar	Analamanga	Antananarivo Renivohitra	Arrond 3		-18.90964069	47.54019402	E. Carniel		33/95	Yersinia pestis									2015-03-12	2016-12-31	YER_AA1480AA	Assembled	164	2.3	45357	4542493	Yersinia pestis;100.0%	198	2117	YER_CA6901AA_AS
YER_AA1481AA	IP1459	traces-0drfiMs;ILLUMINA;Paired;;NA	Human	Human	bubo	1996				Africa	Madagascar	Vakinankaratra	Betafo	Mandoto		-19.58221346	46.36644917	E. Carniel		138/96	Yersinia pestis									2015-03-12	2016-12-31	YER_AA1481AA	Assembled	189	2.3	47893	4651918	Yersinia pestis;100.0%	196	2363	YER_CA6902AA_AS
YER_AA1482AA	IP1700	traces-0OyuqbS;ILLUMINA;Paired;;NA	Wild Animal	Invertebrates	Flea (Xenopsylla cheopis), homogenate	1998				Africa	Madagascar	Analamanga	Antananarivo Renivohitra	Arrond 1		-18.90721957	47.51933343	E. Carniel		60/98B	Yersinia pestis									2015-12-03	2016-12-31	YER_AA1482AA	Assembled	142	2.3	47147	4657641	Yersinia pestis;100.0%	199	3480	YER_CA6903AA_AS
YER_AA1483AA	IP1667	traces-0UZixdA;ILLUMINA;Paired;;NA	Wild Animal	Invertebrates	Flea (Xenopsylla cheopis), homogenate	1997				Africa	Madagascar	Analamanga	Antananarivo Renivohitra	Arrond 3		-18.89637614	47.52886933	E. Carniel		376/97S	Yersinia pestis									2015-03-12	2016-12-31	YER_AA1483AA	Assembled	114	2.3	47176	4654070	Yersinia pestis;100.0%	193	3420	YER_CA6904AA_AS
YER_AA1484AA	IP1666	traces-0hySxnj;ILLUMINA;Paired;;NA	Wild Animal	Invertebrates	Flea (Xenopsylla cheopis), homogenate	1997				Africa	Madagascar	Analamanga	Antananarivo Renivohitra	Arrond 3		-18.89637614	47.52886933	E. Carniel		296/97B	Yersinia pestis									2015-03-12	2016-12-31	YER_AA1484AA	Assembled	130	2.3	47176	4655342	Yersinia pestis;100.0%	191	3285	YER_CA6905AA_AS
YER_AA1485AA	IP1352	traces-0ltvKxu;ILLUMINA;Paired;;NA	Wild Animal	Rodent	Rat (Rattus norvegicus), Spleen	1996				Africa	Madagascar	Analamanga	Antananarivo Renivohitra	Arrond 1		-18.90721957	47.51933343	E. Carniel		55/96	Yersinia pestis									2015-03-12	2016-12-31	YER_AA1485AA	Assembled	80	2.3	45357	4654750	Yersinia pestis;100.0%	201	2982	YER_CA6906AA_AS
YER_AA1486AA	IP1356	traces-0gbJTPb;ILLUMINA;Paired;;NA	Wild Animal	Rodent	Rat (Rattus norvegicus), Spleen	1996				Africa	Madagascar	Analamanga	Antananarivo Renivohitra	Arrond 1		-18.90721957	47.51933343	E. Carniel		60/96	Yersinia pestis									2015-03-12	2016-12-31	YER_AA1486AA	Assembled	125	2.3	47229	4656997	Yersinia pestis;100.0%	192	2947	YER_CA6907AA_AS
YER_AA1487AA	IP1393	traces-0aeZSFr;ILLUMINA;Paired;;NA	Wild Animal	Rodent	Rat, Spleen	1996				Africa	Madagascar	Analamanga	Antananarivo Renivohitra	Arrond 3		-18.90554454	47.54558766	E. Carniel		99/96	Yersinia pestis									2015-03-12	2016-12-31	YER_AA1487AA	Assembled	119	2.3	47716	4663356	Yersinia pestis;100.0%	194	3308	YER_CA6908AA_AS
YER_AA1488AA	IP1373	traces-0Ieovbz;ILLUMINA;Paired;;NA	Wild Animal	Invertebrates	Flea, homogenate	1996				Africa	Madagascar	Analamanga	Antananarivo Renivohitra	Arrond 1		-18.90721957	47.51933343	E. Carniel		79/96	Yersinia pestis									2015-03-12	2016-12-31	YER_AA1488AA	Assembled	120	2.3	47147	4655834	Yersinia pestis;99.47%	202	2965	YER_CA6909AA_AS
