id	BioSample_id	BioSampleAccession	BioSampleAccessionSecondary	BioSampleBioProjectAccession	BioSampleSRAAccession	BioSampleTitle	BioSampleName	BioSampleType	BioSamplePackage	BioSampleInfraspecies	BioSampleOrganism	BioSampleOrganismAlt	BioSampleSubSpecies	BioSampleStrain	BioSampleTaxonomyID	BioSampleBiovar	BioSampleCollectionDate	BioSampleGeographicLocation	BioSampleHost	BioSampleHostDisease	BioSampleIsolateNameAlias	BioSampleIsolationSource	BioSampleLat	BioSampleLatLon	BioSampleLon	BioSampleDate	BioSampleModificationDate	BioSamplePublicationDate	BioSampleOrganization	BioSampleComment
416	8161907	SAMN08161907	None	PRJNA421720	SRS2750370	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3713	None	Pathogen.cl.1.0	strain: Yp3713	Yersinia pestis	Yersinia pestis	None	Yp3713	632	None	1968	Brazil:Pernambuco:Araripina:Exu:Sitio Gadelha	Rattus rattus alexandrinus	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
417	8161906	SAMN08161906	None	PRJNA421720	SRS2750364	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3712	None	Pathogen.cl.1.0	strain: Yp3712	Yersinia pestis	Yersinia pestis	None	Yp3712	632	None	1968	Brazil:Pernambuco:Araripina:Exu:Sitio Gadelha	Rattus rattus alexandrinus	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
418	8161905	SAMN08161905	None	PRJNA421720	SRS2750360	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3711	None	Pathogen.cl.1.0	strain: Yp3711	Yersinia pestis	Yersinia pestis	None	Yp3711	632	None	1968	Brazil:Pernambuco:Araripina:Exu:Sitio Sao Sebastiao	Xenopsylla	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
419	8161901	SAMN08161901	None	PRJNA421720	SRS2750367	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3707	None	Pathogen.cl.1.0	strain: Yp3707	Yersinia pestis	Yersinia pestis	None	Yp3707	632	None	1968	Brazil:Pernambuco:Araripina:Exu:Sitio Gadelha	Thrichomys	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
420	8161899	SAMN08161899	None	PRJNA421720	SRS2750376	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3705	None	Pathogen.cl.1.0	strain: Yp3705	Yersinia pestis	Yersinia pestis	None	Yp3705	632	None	1968	Brazil:Pernambuco:Araripina:Exu:Rua Coronel Bem Bem	Homo sapiens	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
421	8161896	SAMN08161896	None	PRJNA421720	SRS2750514	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3701	None	Pathogen.cl.1.0	strain: Yp3701	Yersinia pestis	Yersinia pestis	None	Yp3701	632	None	1967	Brazil:Pernambuco:Araripina:Exu:Sitio Serra Serrinha	Homo sapiens	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
422	8161895	SAMN08161895	None	PRJNA421720	SRS2750520	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3700	None	Pathogen.cl.1.0	strain: Yp3700	Yersinia pestis	Yersinia pestis	None	Yp3700	632	None	1967	Brazil:Pernambuco:Araripina:Exu:Sitio Lagoa do Ouro	Homo sapiens	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
423	8161894	SAMN08161894	None	PRJNA421720	SRS2750474	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3699	None	Pathogen.cl.1.0	strain: Yp3699	Yersinia pestis	Yersinia pestis	None	Yp3699	632	None	1967	Brazil:Pernambuco:Vale de Ipojuca:Caruaru:Sitio Lagoa do Anjo	Homo sapiens	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
424	8161893	SAMN08161893	None	PRJNA421720	SRS2750488	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3698	None	Pathogen.cl.1.0	strain: Yp3698	Yersinia pestis	Yersinia pestis	None	Yp3698	632	None	1967	Brazil:Pernambuco:Araripina:Exu:Sitio Jatoba	Homo sapiens	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
425	8161891	SAMN08161891	None	PRJNA421720	SRS2750486	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3695	None	Pathogen.cl.1.0	strain: Yp3695	Yersinia pestis	Yersinia pestis	None	Yp3695	632	None	1967	Brazil:Pernambuco:Araripina:Exu:Sitio Liberdade	Homo sapiens	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
426	8161889	SAMN08161889	None	PRJNA421720	SRS2750473	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3692	None	Pathogen.cl.1.0	strain: Yp3692	Yersinia pestis	Yersinia pestis	None	Yp3692	632	None	1967	Brazil:Pernambuco:Araripina:Exu:Sitio Ludugerio	Rattus rattus alexandrinus	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
427	8161887	SAMN08161887	None	PRJNA421720	SRS2750643	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3687	None	Pathogen.cl.1.0	strain: Yp3687	Yersinia pestis	Yersinia pestis	None	Yp3687	632	None	1967	Brazil:Pernambuco:Araripina:Exu:Sitio Cacimbas	Polygenis	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
428	8161886	SAMN08161886	None	PRJNA421720	SRS2750542	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3686	None	Pathogen.cl.1.0	strain: Yp3686	Yersinia pestis	Yersinia pestis	None	Yp3686	632	None	1967	Brazil:Pernambuco:Araripina:Exu:Sitio Retiro	Polygenis	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
429	8161884	SAMN08161884	None	PRJNA421720	SRS2750559	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3684	None	Pathogen.cl.1.0	strain: Yp3684	Yersinia pestis	Yersinia pestis	None	Yp3684	632	None	1967	Brazil:Pernambuco:Araripina:Exu:Sitio Novo Horizonte	Polygenis	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
430	8161883	SAMN08161883	None	PRJNA421720	SRS2750543	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3683	None	Pathogen.cl.1.0	strain: Yp3683	Yersinia pestis	Yersinia pestis	None	Yp3683	632	None	1967	Brazil:Pernambuco:Araripina:Exu:Sitio Oriente	Rattus rattus frugivorus	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
431	8161881	SAMN08161881	None	PRJNA421720	SRS2750535	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3681	None	Pathogen.cl.1.0	strain: Yp3681	Yersinia pestis	Yersinia pestis	None	Yp3681	632	None	1967	Brazil:Pernambuco:Araripina:Exu:Sitio Oriente	Xenopsylla	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
432	8161877	SAMN08161877	None	PRJNA421720	SRS2750692	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3669	None	Pathogen.cl.1.0	strain: Yp3669	Yersinia pestis	Yersinia pestis	None	Yp3669	632	None	1967	Brazil:Pernambuco:Araripina:Exu:Sitio Alto	Polygenis	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
433	8161875	SAMN08161875	None	PRJNA421720	SRS2750714	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3665	None	Pathogen.cl.1.0	strain: Yp3665	Yersinia pestis	Yersinia pestis	None	Yp3665	632	None	1967	Brazil:Pernambuco:Araripina:Exu:Sitio Oriente	Rattus rattus alexandrinus	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
434	8161873	SAMN08161873	None	PRJNA421720	SRS2750668	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3660	None	Pathogen.cl.1.0	strain: Yp3660	Yersinia pestis	Yersinia pestis	None	Yp3660	632	None	1967	Brazil:Pernambuco:Araripina:Exu:Sitio Viracao	Polygenis	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
435	8161871	SAMN08161871	None	PRJNA421720	SRS2750657	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3658	None	Pathogen.cl.1.0	strain: Yp3658	Yersinia pestis	Yersinia pestis	None	Yp3658	632	None	1967	Brazil:Pernambuco:Araripina:Exu:Sitio Alagoinha	Rattus rattus frugivorus	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
436	8161870	SAMN08161870	None	PRJNA421720	SRS2750648	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3656	None	Pathogen.cl.1.0	strain: Yp3656	Yersinia pestis	Yersinia pestis	None	Yp3656	632	None	1967	Brazil:Pernambuco:Araripina:Exu:Sitio Alagoinha	Polygenis	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
437	8161868	SAMN08161868	None	PRJNA421720	SRS2750740	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3653	None	Pathogen.cl.1.0	strain: Yp3653	Yersinia pestis	Yersinia pestis	None	Yp3653	632	None	1967	Brazil:Pernambuco:Araripina:Exu:Sitio Alagoinha	Rattus rattus alexandrinus	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
438	8161864	SAMN08161864	None	PRJNA421720	SRS2750731	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3649	None	Pathogen.cl.1.0	strain: Yp3649	Yersinia pestis	Yersinia pestis	None	Yp3649	632	None	1967	Brazil:Pernambuco:Araripina:Exu:Sitio Alagoinha	Polygenis	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
439	8161862	SAMN08161862	None	PRJNA421720	SRS2750702	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3647	None	Pathogen.cl.1.0	strain: Yp3647	Yersinia pestis	Yersinia pestis	None	Yp3647	632	None	1967	Brazil:Pernambuco:Araripina:Exu:Sitio Viracao	Rattus rattus frugivorus	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
440	8161859	SAMN08161859	None	PRJNA421720	SRS2750745	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3639	None	Pathogen.cl.1.0	strain: Yp3639	Yersinia pestis	Yersinia pestis	None	Yp3639	632	None	1967	Brazil:Pernambuco:Araripina:Exu:Sitio Alagoinha	Polygenis	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
441	8161858	SAMN08161858	None	PRJNA421720	SRS2750411	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3638	None	Pathogen.cl.1.0	strain: Yp3638	Yersinia pestis	Yersinia pestis	None	Yp3638	632	None	1967	Brazil:Pernambuco:Araripina:Exu:Sitio Alagoinha	Polygenis	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
442	8161855	SAMN08161855	None	PRJNA421720	SRS2750443	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3631	None	Pathogen.cl.1.0	strain: Yp3631	Yersinia pestis	Yersinia pestis	None	Yp3631	632	None	1967	Brazil:Pernambuco:Pajeu:Triunfo:Sitio Santa Clara	Homo sapiens	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
443	8161854	SAMN08161854	None	PRJNA421720	SRS2750430	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3630	None	Pathogen.cl.1.0	strain: Yp3630	Yersinia pestis	Yersinia pestis	None	Yp3630	632	None	1967	Brazil:Pernambuco:Salgueiro:Sao Jose do Belmonte:Sitio Minador	Homo sapiens	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
444	8161853	SAMN08161853	None	PRJNA421720	SRS2750418	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3625	None	Pathogen.cl.1.0	strain: Yp3625	Yersinia pestis	Yersinia pestis	None	Yp3625	632	None	1966	Brazil:Pernambuco:Araripina:Exu:Sitio Serra Manoel Severino	Oligoryzomys nigripes	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
445	8161849	SAMN08161849	None	PRJNA421720	SRS2750476	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3621	None	Pathogen.cl.1.0	strain: Yp3621	Yersinia pestis	Yersinia pestis	None	Yp3621	632	None	1966	Brazil:Pernambuco:Araripina:Exu:Sitio Retiro	Rattus rattus frugivorus	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
446	8161848	SAMN08161848	None	PRJNA421720	SRS2750499	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3620	None	Pathogen.cl.1.0	strain: Yp3620	Yersinia pestis	Yersinia pestis	None	Yp3620	632	None	1966	Brazil:Pernambuco:Araripina:Exu:Sitio Serra Serrinha	Rattus rattus alexandrinus	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
447	8161847	SAMN08161847	None	PRJNA421720	SRS2750498	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3619	None	Pathogen.cl.1.0	strain: Yp3619	Yersinia pestis	Yersinia pestis	None	Yp3619	632	None	1966	Brazil:Pernambuco:Araripina:Exu:Serra Novo Mundo	Cerradomys subflavus	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
448	8161845	SAMN08161845	None	PRJNA421720	SRS2750521	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3600	None	Pathogen.cl.1.0	strain: Yp3600	Yersinia pestis	Yersinia pestis	None	Yp3600	632	None	1982	Brazil:Ceara:Baturite:Redencao:Sitio Miranda	Rattus rattus alexandrinus	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
449	8161844	SAMN08161844	None	PRJNA421720	SRS2750494	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3598	None	Pathogen.cl.1.0	strain: Yp3598	Yersinia pestis	Yersinia pestis	None	Yp3598	632	None	1982	Brazil:Ceara:Ipu:Ipu:Sitio Baixinha	Homo sapiens	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
450	8161839	SAMN08161839	None	PRJNA421720	SRS2750502	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3584	None	Pathogen.cl.1.0	strain: Yp3584	Yersinia pestis	Yersinia pestis	None	Yp3584	632	None	1997	Brazil:Ceara:Ipu:Ipu:Sitio Ipuzinho	Homo sapiens	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
451	8161838	SAMN08161838	None	PRJNA421720	SRS2750654	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3583	None	Pathogen.cl.1.0	strain: Yp3583	Yersinia pestis	Yersinia pestis	None	Yp3583	632	None	1986	Brazil:Paraiba:Curimatau Ocidental:Remigio:Fazenda Serrinha	Homo sapiens	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
452	8161837	SAMN08161837	None	PRJNA421720	SRS2750618	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3580	None	Pathogen.cl.1.0	strain: Yp3580	Yersinia pestis	Yersinia pestis	None	Yp3580	632	None	1986	Brazil:Paraiba:Curimatau Oriental:Solanea:Sitio Bacalhau	Cerradomys subflavus	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
453	8161836	SAMN08161836	None	PRJNA421720	SRS2750607	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3578	None	Pathogen.cl.1.0	strain: Yp3578	Yersinia pestis	Yersinia pestis	None	Yp3578	632	None	1986	Brazil:Paraiba:Curimatau Oriental:Solanea:Sitio Cinco Lagoas	Rattus rattus frugivorus	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
454	8161835	SAMN08161835	None	PRJNA421720	SRS2750624	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3577	None	Pathogen.cl.1.0	strain: Yp3577	Yersinia pestis	Yersinia pestis	None	Yp3577	632	None	1986	Brazil:Paraiba:Curimatau Oriental:Solanea:Sitio Bacalhau	Rattus rattus frugivorus	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
455	8161834	SAMN08161834	None	PRJNA421720	SRS2750604	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3576	None	Pathogen.cl.1.0	strain: Yp3576	Yersinia pestis	Yersinia pestis	None	Yp3576	632	None	1986	Brazil:Paraiba:Curimatau Oriental:Solanea:Sitio Cinco Lagoas	Cerradomys subflavus	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
456	8161831	SAMN08161831	None	PRJNA421720	SRS2750612	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3572	None	Pathogen.cl.1.0	strain: Yp3572	Yersinia pestis	Yersinia pestis	None	Yp3572	632	None	1986	Brazil:Paraiba:Curimatau Oriental:Solanea:Fazenda Pedra dagua	Holochilus sciureus	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
457	8161828	SAMN08161828	None	PRJNA421720	SRS2750398	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3569	None	Pathogen.cl.1.0	strain: Yp3569	Yersinia pestis	Yersinia pestis	None	Yp3569	632	None	1986	Brazil:Paraiba:Curimatau Oriental:Solanea:Sitio Valerio	Rattus rattus frugivorus	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
458	8161827	SAMN08161827	None	PRJNA421720	SRS2750399	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3568	None	Pathogen.cl.1.0	strain: Yp3568	Yersinia pestis	Yersinia pestis	None	Yp3568	632	None	1986	Brazil:Paraiba:Curimatau Oriental:Solanea:Sitio Pedra dagua	Rattus rattus frugivorus	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
459	8161826	SAMN08161826	None	PRJNA421720	SRS2750432	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3567	None	Pathogen.cl.1.0	strain: Yp3567	Yersinia pestis	Yersinia pestis	None	Yp3567	632	None	1986	Brazil:Paraiba:Curimatau Ocidental:Barra de Santa Rosa:Sitio Malhada da Catingueira	Homo sapiens	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
460	8161825	SAMN08161825	None	PRJNA421720	SRS2750392	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3566	None	Pathogen.cl.1.0	strain: Yp3566	Yersinia pestis	Yersinia pestis	None	Yp3566	632	None	1986	Brazil:Paraiba:Curimatau Oriental:Solanea:Sitio Pedra dagua	Homo sapiens	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
461	8161820	SAMN08161820	None	PRJNA421720	SRS2750410	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3559	None	Pathogen.cl.1.0	strain: Yp3559	Yersinia pestis	Yersinia pestis	None	Yp3559	632	None	1980	Brazil:Pernambuco:Araripina:Ipubi:Sitio Baixa	Homo sapiens	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
462	8161816	SAMN08161816	None	PRJNA421720	SRS2750691	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3551	None	Pathogen.cl.1.0	strain: Yp3551	Yersinia pestis	Yersinia pestis	None	Yp3551	632	None	1979	Brazil:Pernambuco:Vale do Ipojuca:Tacaimbo:Sitio Malhada do Jua	Polygenis	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
463	8161814	SAMN08161814	None	PRJNA421720	SRS2750739	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3548	None	Pathogen.cl.1.0	strain: Yp3548	Yersinia pestis	Yersinia pestis	None	Yp3548	632	None	1979	Brazil:Pernambuco:Pajeu:Triunfo:Sitio Santa Tereza	Polygenis	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
464	8161813	SAMN08161813	None	PRJNA421720	SRS2750730	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3547	None	Pathogen.cl.1.0	strain: Yp3547	Yersinia pestis	Yersinia pestis	None	Yp3547	632	None	1979	Brazil:Paraiba:Umbuzeiro:Natuba:Sitio Estivas	Cerradomys subflavus	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
465	8161812	SAMN08161812	None	PRJNA421720	SRS2750682	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3545	None	Pathogen.cl.1.0	strain: Yp3545	Yersinia pestis	Yersinia pestis	None	Yp3545	632	None	1979	Brazil:Pernambuco:Pajeu:Triunfo:Sitio Salgada	Cerradomys subflavus	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
466	8161811	SAMN08161811	None	PRJNA421720	SRS2750696	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3544	None	Pathogen.cl.1.0	strain: Yp3544	Yersinia pestis	Yersinia pestis	None	Yp3544	632	None	1979	Brazil:Pernambuco:Pajeu:Triunfo:Sitio Conceicao	Cerradomys subflavus	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
467	8161806	SAMN08161806	None	PRJNA421720	SRS2750582	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3539	None	Pathogen.cl.1.0	strain: Yp3539	Yersinia pestis	Yersinia pestis	None	Yp3539	632	None	1979	Brazil:Ceara:Ipu:Ipu:Sitio Macaco	Homo sapiens	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
468	8161805	SAMN08161805	None	PRJNA421720	SRS2750619	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3537	None	Pathogen.cl.1.0	strain: Yp3537	Yersinia pestis	Yersinia pestis	None	Yp3537	632	None	1979	Brazil:Ceara:Ipu:Ipu:Sitio Taboca	Homo sapiens	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
469	8161804	SAMN08161804	None	PRJNA421720	SRS2750574	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3536	None	Pathogen.cl.1.0	strain: Yp3536	Yersinia pestis	Yersinia pestis	None	Yp3536	632	None	1979	Brazil:Ceara:Baturite:Aratuba:Sitio Fernandes	Calomys callosus	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
470	8161803	SAMN08161803	None	PRJNA421720	SRS2750596	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3535	None	Pathogen.cl.1.0	strain: Yp3535	Yersinia pestis	Yersinia pestis	None	Yp3535	632	None	1978	Brazil:Ceara:Ibiapaba:Guaraciaba do Norte:Sitio Santo Amaro	Homo sapiens	plague	None	NA	None	NA	None	2018/12/13	2018/12/13	2018/12/13	Northern Arizona University	KEEP
