id	BioSample_id	BioSampleAccession	BioSampleAccessionSecondary	BioSampleBioProjectAccession	BioSampleSRAAccession	BioSampleTitle	BioSampleName	BioSampleType	BioSamplePackage	BioSampleInfraspecies	BioSampleOrganism	BioSampleOrganismAlt	BioSampleSubSpecies	BioSampleStrain	BioSampleTaxonomyID	BioSampleBiovar	BioSampleSerovar	BioSampleCollectionDate	BioSampleGeographicLocation	BioSampleHost	BioSampleHostDisease	BioSampleHostHealthState	BioSampleIsolateNameAlias	BioSampleIsolationSource	BioSampleLat	BioSampleLatLon	BioSampleLon	BioSampleSubmissionDate	BioSampleModificationDate	BioSamplePublicationDate	BioSampleOrganization	BioSampleComment
406	8161749	SAMN08161749		PRJNA421720	SRS2750383	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3473		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3473	632			1975	Brazil:Pernambuco,Araripina,Araripina,Sitio Inacio	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:07.506	2019-05-23T16:10:07.608	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
407	8161745	SAMN08161745		PRJNA421720	SRS2750673	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3468		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3468	632			1975	Brazil:Pernambuco,Araripina,Exu,Sitio Nazare	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:07.440	2019-05-23T16:10:07.558	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
408	8161738	SAMN08161738		PRJNA421720	SRS2750564	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3460		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3460	632			1974	Brazil:Pernambuco,Araripina,Exu,Sitio Sao Luiz	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:07.343	2019-05-23T16:10:07.493	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
409	8161737	SAMN08161737		PRJNA421720	SRS2750557	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3459		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3459	632			1974	Brazil:Pernambuco,Araripina,Exu,Sitio Sao Luiz	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:07.330	2019-05-23T16:10:07.444	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
410	8161736	SAMN08161736		PRJNA421720	SRS2750558	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3458		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3458	632			1974	Brazil:Pernambuco,Araripina,Exu,Sitio Ludugerio	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:07.313	2019-05-23T16:10:07.414	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
411	8161734	SAMN08161734		PRJNA421720	SRS2750584	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3455		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3455	632			1974	Brazil:Pernambuco,Araripina,Exu,Sitio Sao Luiz	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:07.286	2019-05-23T16:10:07.351	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
412	8161733	SAMN08161733		PRJNA421720	SRS2750632	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3454		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3454	632			1974	Brazil:Pernambuco,Araripina,Exu,Sitio Sao Luiz	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:07.270	2019-05-23T16:10:07.312	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
413	8161729	SAMN08161729		PRJNA421720	SRS2750568	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3447		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3447	632			1974	Brazil:Pernambuco,Araripina,Exu,Sitio Jurubeba	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:07.213	2019-05-23T16:10:07.245	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
414	8161727	SAMN08161727		PRJNA421720	SRS2750468	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3444		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3444	632			1974	Brazil:Pernambuco,Araripina,Exu,Sitio Mata Fresca	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:07.183	2019-05-23T16:10:07.209	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
415	8161722	SAMN08161722		PRJNA421720	SRS2750469	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3435		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3435	632			1974	Brazil:Pernambuco,Araripina,Exu,Sitio Serra Pau Casado	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:07.110	2019-05-23T16:10:07.139	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
416	8161721	SAMN08161721		PRJNA421720	SRS2750465	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3432		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3432	632			1974	Brazil:Pernambuco,Araripina,Exu,Sitio Serra Pau Casado	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:07.093	2019-05-23T16:10:07.089	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
417	8161719	SAMN08161719		PRJNA421720	SRS2750462	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3414		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3414	632			1972	Brazil:Pernambuco,Araripina,Exu,Sitio Romania	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:07.030	2019-05-23T16:10:07.040	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
418	8161716	SAMN08161716		PRJNA421720	SRS2750591	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3411		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3411	632			1972	Brazil:Pernambuco,Araripina,Bodoco,Sitio Araruna	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:06.990	2019-05-23T16:10:06.984	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
419	8161706	SAMN08161706		PRJNA421720	SRS2750638	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3387		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3387	632			1971	Brazil:Pernambuco,Araripina,Exu,Sitio Aracaju	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:06.840	2019-05-23T16:10:06.922	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
420	8161704	SAMN08161704		PRJNA421720	SRS2750647	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3382		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3382	632			1971	Brazil:Pernambuco,Araripina,Exu,Sitio Misericordia	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:06.813	2019-05-23T16:10:06.887	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
421	8161702	SAMN08161702		PRJNA421720	SRS2750652	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3372		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3372	632			1971	Brazil:Pernambuco,Araripina,Exu,Sitio Manicoba	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:06.783	2019-05-23T16:10:06.847	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
422	8161697	SAMN08161697		PRJNA421720	SRS2750734	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3356		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3356	632			1970	Brazil:Pernambuco,Araripina,Exu,Sitio Curicaca	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:06.710	2019-05-23T16:10:06.783	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
423	8161695	SAMN08161695		PRJNA421720	SRS2750737	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3350		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3350	632			1970	Brazil:Pernambuco,Araripina,Exu,Sitio Espalhado	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:06.680	2019-05-23T16:10:06.712	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
424	8161694	SAMN08161694		PRJNA421720	SRS2750754	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3349		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3349	632			1970	Brazil:Pernambuco,Araripina,Exu,Sitio Espalhado	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:06.666	2019-05-23T16:10:06.665	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
425	8161693	SAMN08161693		PRJNA421720	SRS2750736	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3346		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3346	632			1970	Brazil:Pernambuco,Araripina,Exu,Sitio Cacimbas	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:06.650	2019-05-23T16:10:06.620	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
426	8161690	SAMN08161690		PRJNA421720	SRS2750759	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3340		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3340	632			1970	Brazil:Pernambuco,Araripina,Exu,Sitio Espalhado	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:06.610	2019-05-23T16:10:06.570	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
427	8161688	SAMN08161688		PRJNA421720	SRS2750406	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3337		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3337	632			1970	Brazil:Pernambuco,Araripina,Exu,Sitio Cacimbas	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:06.580	2019-05-23T16:10:06.522	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
428	8161686	SAMN08161686		PRJNA421720	SRS2750405	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3335		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3335	632			1969	Brazil:Pernambuco,Araripina,Exu,Sitio Espalhado	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:06.550	2019-05-23T16:10:06.473	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
429	8161684	SAMN08161684		PRJNA421720	SRS2750416	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3332		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3332	632			1969	Brazil:Pernambuco,Araripina,Exu,Sitio Espalhado	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:06.520	2019-05-23T16:10:06.430	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
430	8161669	SAMN08161669		PRJNA421720	SRS2750546	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3297		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3297	632			1969	Brazil:Pernambuco,Araripina,Exu,Sitio Brejo	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:06.300	2019-05-23T16:10:06.348	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
431	8161656	SAMN08161656		PRJNA421720	SRS2750705	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3248		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3248	632			1967	Brazil:Pernambuco,Araripina,Exu,Sitio Novo Horizonte	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:06.096	2019-05-23T16:10:06.259	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
432	8161654	SAMN08161654		PRJNA421720	SRS2750687	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3245		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3245	632			1967	Brazil:Pernambuco,Araripina,Exu,Sitio Novo Horizonte	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:06.070	2019-05-23T16:10:06.206	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
433	8161653	SAMN08161653		PRJNA421720	SRS2750686	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3241		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3241	632			1967	Brazil:Pernambuco,Araripina,Exu,Sitio Viracao	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:06.056	2019-05-23T16:10:06.165	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
434	8161649	SAMN08161649		PRJNA421720	SRS2750712	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3231		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3231	632			1967	Brazil:Pernambuco,Araripina,Exu,Sitio Viracao	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:06.000	2019-05-23T16:10:06.119	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
435	8161648	SAMN08161648		PRJNA421720	SRS2750352	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3230		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3230	632			1967	Brazil:Pernambuco,Araripina,Exu,Sitio Viracao	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:05.986	2019-05-23T16:10:06.058	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
436	8161645	SAMN08161645		PRJNA421720	SRS2750359	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3227		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3227	632			1967	Brazil:Pernambuco,Araripina,Exu,Sitio Oriente	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:05.943	2019-05-23T16:10:06.010	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
437	8161643	SAMN08161643		PRJNA421720	SRS2750354	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3222		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3222	632			1967	Brazil:Pernambuco,Araripina,Exu,Sitio Alagoinha	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:05.916	2019-05-23T16:10:05.957	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
438	8161641	SAMN08161641		PRJNA421720	SRS2750363	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3213		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3213	632			1967	Brazil:Pernambuco,Araripina,Exu,Sitio Alagoinha	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:05.886	2019-05-23T16:10:05.907	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
439	8161640	SAMN08161640		PRJNA421720	SRS2750362	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3208		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3208	632			1967	Brazil:Pernambuco,Araripina,Exu,Sitio Alagoinha	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:05.873	2019-05-23T16:10:05.868	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
440	8161639	SAMN08161639		PRJNA421720	SRS2750365	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3204		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3204	632			1967	Brazil:Pernambuco,Araripina,Exu,Sitio Alagoinha	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:05.860	2019-05-23T16:10:05.819	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
441	8161636	SAMN08161636		PRJNA421720	SRS2750626	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3200		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3200	632			1967	Brazil:Pernambuco,Araripina,Exu,Sitio Alagoinha	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:05.813	2019-05-23T16:10:05.766	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
442	8161635	SAMN08161635		PRJNA421720	SRS2750645	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3197		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3197	632			1967	Brazil:Pernambuco,Araripina,Exu,Sitio Alagoinha	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:05.800	2019-05-23T16:10:05.716	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
443	8161633	SAMN08161633		PRJNA421720	SRS2750625	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3192		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3192	632			1967	Brazil:Pernambuco,Araripina,Exu,Sitio Alto	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:05.770	2019-05-23T16:10:05.671	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
444	8161631	SAMN08161631		PRJNA421720	SRS2750651	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3190		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3190	632			1967	Brazil:Pernambuco,Araripina,Exu,Sitio Retiro	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:05.740	2019-05-23T16:10:05.617	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
445	8161629	SAMN08161629		PRJNA421720	SRS2750644	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3185		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		Yp3185	632			1966	Brazil:Pernambuco,Araripina,Exu,Sitio Retiro	Bolomys lasiurus	plague			NA		NA		2017-12-11T15:41:05.703	2019-05-23T16:10:05.576	2018-12-13T00:00:00.000	Northern Arizona University	KEEP: Undetermined Modern
446	5017638	SAMN05017638				Pathogen: environmental/food/other sample from Yersinia pestis	M-1448		Pathogen.env.1.0		Yersinia pestis	Yersinia pestis		M-1448	632			1990-06-28	Russia	Spermophilus pygmaeus				Missing		Missing		2016-05-19T03:53:02.000	2019-05-23T16:32:03.293	2016-09-01T00:00:00.000	Russian Research Anti-Plague Institute 'Microbe'	KEEP: Undetermined
447	4376037	SAMN04376037				Pathogen: environmental/food/other sample from Yersinia pestis	M-1484		Pathogen.env.1.0		Yersinia pestis	Yersinia pestis		M-1484	632			1992	Russia	Spermophilus pygmaeus				missing		missing		2015-12-29T05:37:02.000	2019-05-23T16:29:04.924	2015-12-29T00:00:00.000	Russian Research Anti-Plague institute "Microbe"	KEEP: Undetermined
448	4376023	SAMN04376023				Pathogen: environmental/food/other sample from Yersinia pestis	C-791		Pathogen.env.1.0		Yersinia pestis	Yersinia pestis		C-791	632			2003	Russia: The Republic of Dagestan, Babaiurtovskii District	Spermophilus pygmaeus				missing		missing		2015-12-29T03:13:02.000	2019-05-23T16:29:04.890	2015-12-29T00:00:00.000	Russian Research Anti-Plague institute "Microbe"	KEEP: Undetermined
449	3145064	SAMN03145064		PRJNA240085	SRS1025033	Pathogen: Yersinia pestis El Dorado	YAT		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		El Dorado	632	O		2002	USA: NY, New York	Homo sapiens	Bubonic plague			Human Clinical		Unknown		2014-10-28T09:10:33.970	2019-05-23T15:28:53.139	2014-10-28T00:00:00.000	Los Alamos National Laboratory	KEEP: Undetermined
450	2999506	SAMN02999506		PRJNA257008	SRS880754	Yersinia pestis Str. ZE94-2122	YPES001		Pathogen.cl.1.0		Yersinia pestis subsp. pestis bv. Orientalis	Yersinia pestis subsp. pestis bv. Orientalis	pestis	ZE94-2122	1234661	Orientalis	Missing	1994	Zimbabwe	Homo sapiens	Plague			Missing		Missing		2014-08-20T13:08:08.886	2019-05-23T15:28:22.053	2014-08-20T00:00:00.000	MRIGlobal	KEEP: Undetermined
451	2640305	SAMN02640305				Clinical or host-associated pathogen sample for Brucella suis 1330	Brucella suis 1330		Pathogen.cl.1.0		Brucella suis 1330	Brucella suis 1330		1330	204722			unknown	unknown	unknown	brucelliosis			unknown		unknown		2014-02-12T06:43:25.763	2019-05-23T15:26:45.108	2014-02-12T00:00:00.000	The Federal Goverment Health Institution "Stavropol Plague Control Reseach Institute" of the Federal Service for Supervision in the Sphere of Consumer Rights Protection and Human Welfare	REMOVE: Not Yersinia pestis
452	2179219	SAMN02179219			SRS430175	Pathogen sample from Yersinia pestis	Spleen		Pathogen.env.1.0		Yersinia pestis	Yersinia pestis			632			Oct-2011	China					From the spleens of infected mice		missing		2013-05-27T05:18:58.530	2019-05-23T16:07:29.277	2013-11-16T00:00:00.000	Beijing Institute of Microbiology and Epidemiology	REMOVE: Lab manipulation
453	2179218	SAMN02179218			SRS430174	Pathogen sample from Yersinia pestis	Lung		Pathogen.env.1.0		Yersinia pestis	Yersinia pestis			632			Oct-2011	China					From the lungs of infected mice		missing		2013-05-27T05:18:58.440	2019-05-23T16:07:29.251	2013-11-16T00:00:00.000	Beijing Institute of Microbiology and Epidemiology	REMOVE: Lab manipulation
454	2179217	SAMN02179217			SRS430170	Pathogen sample from Yersinia pestis	BHI		Pathogen.env.1.0		Yersinia pestis	Yersinia pestis			632			Oct-2011	China					Grown to exponential phase in BHI		missing		2013-05-27T05:18:58.390	2019-05-23T16:07:29.225	2013-11-16T00:00:00.000	Beijing Institute of Microbiology and Epidemiology	REMOVE: Lab manipulation
455	2179216	SAMN02179216			SRS430163	Pathogen sample from Yersinia pestis	TMH unde		Pathogen.env.1.0		Yersinia pestis	Yersinia pestis			632			Oct-2011	China					Grown to exponential phase in TMH		missing		2013-05-27T05:18:58.173	2019-05-23T16:07:29.197	2013-11-16T00:00:00.000	Beijing Institute of Microbiology and Epidemiology	REMOVE: Lab manipulation
456	10228585	SAMN10228585		PRJNA231221	SRS4108717	Pathogen: clinical or host-associated sample from Yersinia pestis	FDAARGOS_605		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		FDAARGOS_605	632			1969	Bolivia: La Paz	UCC strain	Unknown	Unknown		UCC Isolate		Not applicable		2018-10-10T13:50:05.633	2019-05-14T13:08:21.248	2018-10-19T00:00:00.000	US Food and Drug Administration	KEEP: Undetermined
457	10228584	SAMN10228584		PRJNA231221	SRS4108716	Pathogen: environmental/food/other sample from Yersinia pestis	FDAARGOS_604		Pathogen.env.1.0		Yersinia pestis	Yersinia pestis		FDAARGOS_604	632			1957	Indonesia: Java	Rat	Not applicable	Not applicable		environmental		Not applicable		2018-10-10T13:50:05.603	2019-05-14T13:08:21.208	2018-10-19T00:00:00.000	US Food and Drug Administration	KEEP: Undetermined
458	10228583	SAMN10228583		PRJNA231221	SRS3947400	Pathogen: clinical or host-associated sample from Yersinia pestis	FDAARGOS_603		Pathogen.cl.1.0		Yersinia pestis	Yersinia pestis		FDAARGOS_603	632			Unknown	Japan	UCC strain	Unknown	Unknown		UCC isolate		Not applicable		2018-10-10T13:50:05.580	2019-05-14T13:08:21.179	2018-10-19T00:00:00.000	US Food and Drug Administration	KEEP: Undetermined
